review,category,sentiment
"khách sạn thiết kế cổ kính, khá đẹp, ăn sáng tạm ổn, gần trung tâm, phòng và giường nệm êm ái, khá lãng mạn.",HOTEL#DESIGN&FEATURES,positive
"khách sạn thiết kế cổ kính, khá đẹp, ăn sáng tạm ổn, gần trung tâm, phòng và giường nệm êm ái, khá lãng mạn.",ROOMS#COMFORT,positive
"BUổi tối có nhân viên đem sữa nóng lên tận phòng và phục vụ cháo gà Tuy nhiên đường vào khách sạn hơi nhỏ và phải lên dốc uốn lượn, rất thích không khí Đà Lạtat, có dịp sẽ quay lại.",SERVICE#GENERAL,positive
"BUổi tối có nhân viên đem sữa nóng lên tận phòng và phục vụ cháo gà Tuy nhiên đường vào khách sạn hơi nhỏ và phải lên dốc uốn lượn, rất thích không khí Đà Lạtat, có dịp sẽ quay lại.",HOTEL#MISCELLANEOUS,negative
Tôi đã nói chuyện với vị chủ khách sạn - một kỹ sư xây dựng vô cùng tâm huyết với khách sạn này.,HOTEL#GENERAL,positive
"kỳ nghỉ của gia đình tôi khá tốt, tuy nhiên món ăn tại khách sạn không ngon lắm.",HOTEL#COMFORT,positive
"kỳ nghỉ của gia đình tôi khá tốt, tuy nhiên món ăn tại khách sạn không ngon lắm.",FOOD&DRINKS#QUALITY,negative
"Khách sạn nằm trong khu trung tâm nên đi bộ ra các tuyến phố khá thuận lợi, nhưng cần gọi taxi thì phải chờ đợi lâu.",LOCATION#GENERAL,negative
Đến sáng hôm sau mới có nước nóng dùng.,ROOM_AMENITIES#MISCELLANEOUS,negative
Anh ấy giải thích thêm phải mất 6 năm cùng bạn bè xây xong nó,HOTEL#GENERAL,positive
"Phòng thì hơi cũ, tiện nghi cũng vậy, được cái vệ sinh cũng ok.",ROOMS#QUALITY,negative
"Phòng thì hơi cũ, tiện nghi cũng vậy, được cái vệ sinh cũng ok.",FACILITIES#QUALITY,negative
"Phòng thì hơi cũ, tiện nghi cũng vậy, được cái vệ sinh cũng ok.",ROOMS#CLEANLINESS,positive
"Tôi phải gọi nhân viên dọn lại, nhưng phòng có gián nên vẫn ghê lắm.",SERVICE#GENERAL,negative
"Tôi phải gọi nhân viên dọn lại, nhưng phòng có gián nên vẫn ghê lắm.",ROOMS#CLEANLINESS,negative
"Bữa sáng hết sớm, 9 giờ là không còn gì.",FOOD&DRINKS#STYLE&OPTIONS,negative
"Phòng mới thì cũng được nhưng đèn không được sáng và hơi cũ, tv thì nhỏ.",ROOM_AMENITIES#DESIGN&FEATURES,negative
"Phòng mới thì cũng được nhưng đèn không được sáng và hơi cũ, tv thì nhỏ.",ROOM_AMENITIES#QUALITY,negative
"Resort toạ lạc ngay cạnh bờ biển nên không khí trong lành, thoáng mát.",LOCATION#GENERAL,positive
"Resort toạ lạc ngay cạnh bờ biển nên không khí trong lành, thoáng mát.",HOTEL#COMFORT,positive
Các thiết bị trong phòng hoạt động tốt.,ROOM_AMENITIES#QUALITY,positive
Khung cảnh mát mẻ và rộng rãi.,HOTEL#DESIGN&FEATURES,positive
"Phòng ốc sạch sẽ, ở được, tiện nghi có đầy đủ, dịch vụ phòng đạt tiêu chuẩn và tương xứng với giá cả.",ROOMS#GENERAL,positive
"Phòng ốc sạch sẽ, ở được, tiện nghi có đầy đủ, dịch vụ phòng đạt tiêu chuẩn và tương xứng với giá cả.",HOTEL#PRICES,positive
"Phòng ốc sạch sẽ, ở được, tiện nghi có đầy đủ, dịch vụ phòng đạt tiêu chuẩn và tương xứng với giá cả.",ROOMS#CLEANLINESS,positive
"Phòng ốc sạch sẽ, ở được, tiện nghi có đầy đủ, dịch vụ phòng đạt tiêu chuẩn và tương xứng với giá cả.",SERVICE#GENERAL,positive
Mũi Né Paradise Beach Resort nằm ngay bên phía biển nên rất là tiện.,LOCATION#GENERAL,positive
Phòng ốc cũng đảm bảo về điều kiện tiện nghi cơ bản.,ROOM_AMENITIES#GENERAL,positive
"Tiện nghi, nội thất không bằng resort 3  sao khác tôi từng ở.",ROOM_AMENITIES#GENERAL,negative
"Tiện nghi, nội thất không bằng resort 3  sao khác tôi từng ở.",FACILITIES#GENERAL,positive
Có một điểm mà Mũi Né Paradise Beach Resort cần nên cải thiện để tốt hơn là hệ thống cống trong toilet hay bị nghẹt.,ROOM_AMENITIES#QUALITY,positive
Về giá cả thì hợp lý nhưng bữa ăn sáng chưa được phong phú lắm.,HOTEL#PRICES,positive
Về giá cả thì hợp lý nhưng bữa ăn sáng chưa được phong phú lắm.,FOOD&DRINKS#STYLE&OPTIONS,negative
"Chất lượng phòng nghỉ tốt, phòng đầy đủ thiết bị nội thất hữu ích, mọi thiết bị đều hoạt động ổn định.",ROOM_AMENITIES#GENERAL,positive
"Chất lượng phòng nghỉ tốt, phòng đầy đủ thiết bị nội thất hữu ích, mọi thiết bị đều hoạt động ổn định.",ROOMS#QUALITY,positive
"Chất lượng phòng nghỉ tốt, phòng đầy đủ thiết bị nội thất hữu ích, mọi thiết bị đều hoạt động ổn định.",ROOM_AMENITIES#QUALITY,positive
"Tiện nghi trong phòng thì không tốt như wifi yếu không lên được, tv mở lên hình ảnh mờ không xem được.",ROOM_AMENITIES#QUALITY,negative
Tuy nhiên nhân viên thân thiện với khách hàng.,SERVICE#GENERAL,positive
Mũi Né Paradise Beach Resort đã xuống cấp nên nhìn không được sạch.,HOTEL#CLEANLINESS,negative
Mũi Né Paradise Beach Resort đã xuống cấp nên nhìn không được sạch.,HOTEL#QUALITY,negative
Mũi Né Paradise Beach Resort đã xuống cấp nên nhìn không được sạch.,ROOMS#GENERAL,positive
Mũi Né Paradise Beach Resort đã xuống cấp nên nhìn không được sạch.,ROOM_AMENITIES#PRICES,neutral
Nhưng nhân viên ở đây rất thân thiện và dễ thương.,SERVICE#GENERAL,positive
"Và biển ở đây sâu, tôi không tắm được.",FACILITIES#GENERAL,negative
Nhìn chung thì có vẻ resort này bị xuống cấp và giá cao so với chất lượng dịch vụ mà tôi đã nhân được.,HOTEL#PRICES,negative
Nhìn chung thì có vẻ resort này bị xuống cấp và giá cao so với chất lượng dịch vụ mà tôi đã nhân được.,HOTEL#QUALITY,negative
Vị trí thì sát biển nhưng khu vực đó không tắm được do quá dơ.,LOCATION#GENERAL,positive
Vị trí thì sát biển nhưng khu vực đó không tắm được do quá dơ.,FACILITIES#CLEANLINESS,negative
"Tuy nhiên nhìn chung chất lượng cũng ok, từ nhân viên đến giá cả đều tốt.",HOTEL#GENERAL,positive
"Tuy nhiên nhìn chung chất lượng cũng ok, từ nhân viên đến giá cả đều tốt.",SERVICE#GENERAL,positive
"Tuy nhiên nhìn chung chất lượng cũng ok, từ nhân viên đến giá cả đều tốt.",HOTEL#PRICES,positive
"Dường như các dịch vụ mà Mũi Né Paradise Beach Resort khá bình thường, không có gì nổi bật trong thời gian gia đình tôi lưu trú ở đây từ phòng ốc, vị trí đến nhân viên phục vụ cũng như quang cảnh và vấn đề giá cả.",HOTEL#GENERAL,neutral
"Dường như các dịch vụ mà Mũi Né Paradise Beach Resort khá bình thường, không có gì nổi bật trong thời gian gia đình tôi lưu trú ở đây từ phòng ốc, vị trí đến nhân viên phục vụ cũng như quang cảnh và vấn đề giá cả.",ROOMS#GENERAL,neutral
"Dường như các dịch vụ mà Mũi Né Paradise Beach Resort khá bình thường, không có gì nổi bật trong thời gian gia đình tôi lưu trú ở đây từ phòng ốc, vị trí đến nhân viên phục vụ cũng như quang cảnh và vấn đề giá cả.",SERVICE#GENERAL,neutral
"Dường như các dịch vụ mà Mũi Né Paradise Beach Resort khá bình thường, không có gì nổi bật trong thời gian gia đình tôi lưu trú ở đây từ phòng ốc, vị trí đến nhân viên phục vụ cũng như quang cảnh và vấn đề giá cả.",HOTEL#PRICES,neutral
Trang thiết bị tiện nghi đầy đủ mà giá cả cũng rất hợp lý.,HOTEL#PRICES,positive
Trang thiết bị tiện nghi đầy đủ mà giá cả cũng rất hợp lý.,ROOM_AMENITIES#GENERAL,positive
Trang thiết bị tiện nghi đầy đủ mà giá cả cũng rất hợp lý.,HOTEL#PRICES,positive
"Còn lại mọi thứ cũng tạm được từ tiện nghi đi kèm, nhân viên phục vụ đến vị trí toạ lạc và vấn đề giá cả.",FACILITIES#PRICES,positive
"Còn lại mọi thứ cũng tạm được từ tiện nghi đi kèm, nhân viên phục vụ đến vị trí toạ lạc và vấn đề giá cả.",FACILITIES#GENERAL,positive
"Còn lại mọi thứ cũng tạm được từ tiện nghi đi kèm, nhân viên phục vụ đến vị trí toạ lạc và vấn đề giá cả.",SERVICE#GENERAL,positive
"Còn lại mọi thứ cũng tạm được từ tiện nghi đi kèm, nhân viên phục vụ đến vị trí toạ lạc và vấn đề giá cả.",LOCATION#GENERAL,positive
"Còn lại mọi thứ cũng tạm được từ tiện nghi đi kèm, nhân viên phục vụ đến vị trí toạ lạc và vấn đề giá cả.",HOTEL#PRICES,positive
Mũi Né Paradise Beach Resort có hình ảnh phòng không giống trên Mytour.,HOTEL#DESIGN&FEATURES,negative
"Và do tôi đến đây vào dịp đông khách nên nhân viên phục vụ, hỗ trợ khách hàng chưa được chuyên nghiệp cho lắm.",SERVICE#GENERAL,negative
"Nhìn chung thì tôi thấy Mũi Né Paradise Beach Resort này quá cũ, không đạt tiêu chuẩn 3  sao.",HOTEL#QUALITY,negative
"Nhìn chung thì tôi thấy Mũi Né Paradise Beach Resort này quá cũ, không đạt tiêu chuẩn 3  sao.",HOTEL#QUALITY,negative
"Nhìn chung thì tôi thấy Mũi Né Paradise Beach Resort này quá cũ, không đạt tiêu chuẩn 3  sao.",HOTEL#GENERAL,negative
"Được điểm phòng cũng sạch sẽ, vị trí cũng thuận tiện đi lại.",LOCATION#GENERAL,positive
"Được điểm phòng cũng sạch sẽ, vị trí cũng thuận tiện đi lại.",ROOMS#CLEANLINESS,negative
"Nhân viên phục vụ khách hàng tốt, thời điểm tôi ở thì trời mưa nên nước vào phòng sau đó có nhân viên lên hỗ trợ, mỗi ngày có nhân viên lên dọn phòng nhưng trong phòng vẫn có kiến.",SERVICE#GENERAL,positive
"Nhân viên phục vụ khách hàng tốt, thời điểm tôi ở thì trời mưa nên nước vào phòng sau đó có nhân viên lên hỗ trợ, mỗi ngày có nhân viên lên dọn phòng nhưng trong phòng vẫn có kiến.",ROOMS#CLEANLINESS,negative
"Thông qua mytour tôi có đặt phòng tại Mũi Né Paradise Beach Resort làm nơi lưu trú cho chuyến nghỉ mát cùng gia đình và sau khi ở đây tôi không có gì để phàn nàn vì dịch vụ đều tốt từ phòng ốc sạch sẽ, nhân viên dễ thương, vị trí thuận tiện đi lại, khung cảnh đẹp và giá cả phải chăng.",HOTEL#GENERAL,positive
"Thông qua mytour tôi có đặt phòng tại Mũi Né Paradise Beach Resort làm nơi lưu trú cho chuyến nghỉ mát cùng gia đình và sau khi ở đây tôi không có gì để phàn nàn vì dịch vụ đều tốt từ phòng ốc sạch sẽ, nhân viên dễ thương, vị trí thuận tiện đi lại, khung cảnh đẹp và giá cả phải chăng.",SERVICE#GENERAL,positive
"Thông qua mytour tôi có đặt phòng tại Mũi Né Paradise Beach Resort làm nơi lưu trú cho chuyến nghỉ mát cùng gia đình và sau khi ở đây tôi không có gì để phàn nàn vì dịch vụ đều tốt từ phòng ốc sạch sẽ, nhân viên dễ thương, vị trí thuận tiện đi lại, khung cảnh đẹp và giá cả phải chăng.",LOCATION#GENERAL,positive
"Thông qua mytour tôi có đặt phòng tại Mũi Né Paradise Beach Resort làm nơi lưu trú cho chuyến nghỉ mát cùng gia đình và sau khi ở đây tôi không có gì để phàn nàn vì dịch vụ đều tốt từ phòng ốc sạch sẽ, nhân viên dễ thương, vị trí thuận tiện đi lại, khung cảnh đẹp và giá cả phải chăng.",HOTEL#PRICES,positive
"Thông qua mytour tôi có đặt phòng tại Mũi Né Paradise Beach Resort làm nơi lưu trú cho chuyến nghỉ mát cùng gia đình và sau khi ở đây tôi không có gì để phàn nàn vì dịch vụ đều tốt từ phòng ốc sạch sẽ, nhân viên dễ thương, vị trí thuận tiện đi lại, khung cảnh đẹp và giá cả phải chăng.",HOTEL#DESIGN&FEATURES,positive
"Thông qua mytour tôi có đặt phòng tại Mũi Né Paradise Beach Resort làm nơi lưu trú cho chuyến nghỉ mát cùng gia đình và sau khi ở đây tôi không có gì để phàn nàn vì dịch vụ đều tốt từ phòng ốc sạch sẽ, nhân viên dễ thương, vị trí thuận tiện đi lại, khung cảnh đẹp và giá cả phải chăng.",ROOMS#CLEANLINESS,positive
"Thông qua mytour tôi có đặt phòng tại Mũi Né Paradise Beach Resort làm nơi lưu trú cho chuyến nghỉ mát cùng gia đình và sau khi ở đây tôi không có gì để phàn nàn vì dịch vụ đều tốt từ phòng ốc sạch sẽ, nhân viên dễ thương, vị trí thuận tiện đi lại, khung cảnh đẹp và giá cả phải chăng.",HOTEL#COMFORT,positive
"Tuy nhiên thì lần này tôi đến có vẻ resort này đang xuống cấp, phòng cũng khá cũ nên tôi nhìn không được sạch cho lắm và thức ăn ở đây cũng không ngon.",FOOD&DRINKS#QUALITY,negative
"Tuy nhiên thì lần này tôi đến có vẻ resort này đang xuống cấp, phòng cũng khá cũ nên tôi nhìn không được sạch cho lắm và thức ăn ở đây cũng không ngon.",HOTEL#QUALITY,negative
Không gian nghỉ ngơi bí bách.,HOTEL#DESIGN&FEATURES,negative
"Phòng ốc ở đây ok, tương đối sạch sẽ và thoải mái.",ROOMS#CLEANLINESS,positive
"Phòng ốc ở đây ok, tương đối sạch sẽ và thoải mái.",ROOMS#COMFORT,positive
"Phòng ốc ở đây ok, tương đối sạch sẽ và thoải mái.",ROOMS#GENERAL,positive
khách sạn cung duoc nhung có mùi ẩm mốc qa.,ROOMS#CLEANLINESS,negative
"Vừa qua tôi cùng người thân có đặt phòng tại Mũi Né Paradise Beach Resort thông qua hệ thống mytour để nghỉ ngơi và trong quá trình ở đây tôi cảm thấy khá hài lòng về mọi dịch vụ từ hệ thống phòng ốc, thái độ nhân viên, quang cảnh xung quanh đến vị trí, giá cả và tiện nghi đi kèm.",SERVICE#GENERAL,positive
"Vừa qua tôi cùng người thân có đặt phòng tại Mũi Né Paradise Beach Resort thông qua hệ thống mytour để nghỉ ngơi và trong quá trình ở đây tôi cảm thấy khá hài lòng về mọi dịch vụ từ hệ thống phòng ốc, thái độ nhân viên, quang cảnh xung quanh đến vị trí, giá cả và tiện nghi đi kèm.",HOTEL#COMFORT,positive
"Vừa qua tôi cùng người thân có đặt phòng tại Mũi Né Paradise Beach Resort thông qua hệ thống mytour để nghỉ ngơi và trong quá trình ở đây tôi cảm thấy khá hài lòng về mọi dịch vụ từ hệ thống phòng ốc, thái độ nhân viên, quang cảnh xung quanh đến vị trí, giá cả và tiện nghi đi kèm.",ROOMS#GENERAL,positive
"Vừa qua tôi cùng người thân có đặt phòng tại Mũi Né Paradise Beach Resort thông qua hệ thống mytour để nghỉ ngơi và trong quá trình ở đây tôi cảm thấy khá hài lòng về mọi dịch vụ từ hệ thống phòng ốc, thái độ nhân viên, quang cảnh xung quanh đến vị trí, giá cả và tiện nghi đi kèm.",HOTEL#GENERAL,positive
"Vừa qua tôi cùng người thân có đặt phòng tại Mũi Né Paradise Beach Resort thông qua hệ thống mytour để nghỉ ngơi và trong quá trình ở đây tôi cảm thấy khá hài lòng về mọi dịch vụ từ hệ thống phòng ốc, thái độ nhân viên, quang cảnh xung quanh đến vị trí, giá cả và tiện nghi đi kèm.",HOTEL#PRICES,positive
"Vừa qua tôi cùng người thân có đặt phòng tại Mũi Né Paradise Beach Resort thông qua hệ thống mytour để nghỉ ngơi và trong quá trình ở đây tôi cảm thấy khá hài lòng về mọi dịch vụ từ hệ thống phòng ốc, thái độ nhân viên, quang cảnh xung quanh đến vị trí, giá cả và tiện nghi đi kèm.",FACILITIES#GENERAL,positive
Bữa sáng ở đây cũng ít món.,FOOD&DRINKS#STYLE&OPTIONS,negative
Được điểm vị trí sát biển nên thuận lợi và không gian ở đây đẹp.,LOCATION#GENERAL,positive
Được điểm vị trí sát biển nên thuận lợi và không gian ở đây đẹp.,HOTEL#GENERAL,positive
"Mọi thứ đều khá tốt từ vấn đề vệ sinh, thái độ nhân viên phục vụ đến tiện nghi đi kèm, quang cảnh xung quanh cũng như hệ thống phòng ốc.",SERVICE#GENERAL,positive
"Mọi thứ đều khá tốt từ vấn đề vệ sinh, thái độ nhân viên phục vụ đến tiện nghi đi kèm, quang cảnh xung quanh cũng như hệ thống phòng ốc.",ROOMS#GENERAL,positive
"Mọi thứ đều khá tốt từ vấn đề vệ sinh, thái độ nhân viên phục vụ đến tiện nghi đi kèm, quang cảnh xung quanh cũng như hệ thống phòng ốc.",HOTEL#CLEANLINESS,positive
"Mọi thứ đều khá tốt từ vấn đề vệ sinh, thái độ nhân viên phục vụ đến tiện nghi đi kèm, quang cảnh xung quanh cũng như hệ thống phòng ốc.",FACILITIES#GENERAL,positive
"Phòng ốc sạch sẽ, tiện nghi, thái độ phục vụ của nhân viên thân thiện.",SERVICE#GENERAL,positive
"Phòng ốc sạch sẽ, tiện nghi, thái độ phục vụ của nhân viên thân thiện.",ROOMS#CLEANLINESS,positive
Phòng ở tiện nghi và giữ gìn vệ sinh tương đối.,ROOMS#CLEANLINESS,positive
Phòng ở tiện nghi và giữ gìn vệ sinh tương đối.,ROOM_AMENITIES#GENERAL,positive
Buổi tối thì không có nhân viên lễ tân trực vì khi tôi có việc gấp muốn liên hệ nhưng lại không có ai.,SERVICE#GENERAL,negative
Tôi có đóng thêm tiền vé buffet 165 nghìn cho anh tài xế nhưng tôi thấy số tiền bỏ ra không xứng đáng với chất lượng đồ ăn.,HOTEL#PRICES,negative
Tôi có đóng thêm tiền vé buffet 165 nghìn cho anh tài xế nhưng tôi thấy số tiền bỏ ra không xứng đáng với chất lượng đồ ăn.,FOOD&DRINKS#QUALITY,negative
"Nhân viên ở đây thân thiện, dễ thương.",SERVICE#GENERAL,neutral
"Nhìn chung, tôi không phàn nàn gì về nơi này.",HOTEL#GENERAL,positive
Phòng ốc ở đây thì sạch sẽ và đầy đủ tiện nghi nhưng trang thiết bị ở đây hơi cũ.,ROOM_AMENITIES#GENERAL,positive
Phòng ốc ở đây thì sạch sẽ và đầy đủ tiện nghi nhưng trang thiết bị ở đây hơi cũ.,ROOMS#CLEANLINESS,positive
Phòng ốc ở đây thì sạch sẽ và đầy đủ tiện nghi nhưng trang thiết bị ở đây hơi cũ.,ROOM_AMENITIES#QUALITY,neutral
Tôi đánh giá khách sạn có chất lượng dịch vụ cũng bình thường.,HOTEL#QUALITY,neutral
Tôi đánh giá khách sạn có chất lượng dịch vụ cũng bình thường.,SERVICE#GENERAL,neutral
"Ở đây thì phòng cũng đầy đủ tiện nghi, dịch vụ phòng ok, vệ sinh sạch sẽ, không gian thoáng mát, rộng rãi.",ROOM_AMENITIES#GENERAL,positive
"Ở đây thì phòng cũng đầy đủ tiện nghi, dịch vụ phòng ok, vệ sinh sạch sẽ, không gian thoáng mát, rộng rãi.",ROOMS#CLEANLINESS,positive
"Ở đây thì phòng cũng đầy đủ tiện nghi, dịch vụ phòng ok, vệ sinh sạch sẽ, không gian thoáng mát, rộng rãi.",SERVICE#GENERAL,positive
"Ở đây thì phòng cũng đầy đủ tiện nghi, dịch vụ phòng ok, vệ sinh sạch sẽ, không gian thoáng mát, rộng rãi.",ROOMS#COMFORT,positive
Trang thiết bị bên trong không ổn lắm nước nóng không có và tv thì mờ quá.,ROOM_AMENITIES#QUALITY,negative
Sàn hơi bẩn và nội thất hơi cũ.,ROOM_AMENITIES#CLEANLINESS,negative
Có ban công và ghế ngồi hướng hồ bơi nhưng không có bàn.,ROOM_AMENITIES#DESIGN&FEATURES,positive
Đa số là khách Nga.,HOTEL#MISCELLANEOUS,neutral
"Nên chăm chút phần vệ sinh phòng ốc hơn, không hài lòng lắm so với cái giá 850 nghìn / đêm.",ROOMS#CLEANLINESS,negative
"Nên chăm chút phần vệ sinh phòng ốc hơn, không hài lòng lắm so với cái giá 850 nghìn / đêm.",ROOMS#PRICES,negative
Chất lượng dịch vụ ở Mũi Né Paradise Beach Resort tương đối phù hợp với mức chi phí mà tôi đã bỏ ra.,HOTEL#PRICES,positive
Chất lượng dịch vụ ở Mũi Né Paradise Beach Resort tương đối phù hợp với mức chi phí mà tôi đã bỏ ra.,HOTEL#QUALITY,positive
Phòng ốc có dọn mà thấy không sạch sẽ kỹ lưỡng.,ROOMS#CLEANLINESS,negative
Ăn sáng ở đây cũng không ngon và ít món.,FOOD&DRINKS#QUALITY,negative
Ăn sáng ở đây cũng không ngon và ít món.,FOOD&DRINKS#STYLE&OPTIONS,negative
"Từ phòng đi ra là hồ bơi rồi tới bãi biển, chứ không còn không gian khác.",FACILITIES#DESIGN&FEATURES,negative
"Trong chuyến du lịch đến Phan Thiết vừa rồi, gia đình tôi đã chọn dịch vụ ở Paradise Beach Resort.",HOTEL#GENERAL,neutral
Chắc tôi sẽ không quay lại nơi đây.,HOTEL#GENERAL,negative
"Phòng ốc cũ, vệ sinh không sạch sẽ, bên phòng sát phòng tôi của cặp vợ chồng người Nga còn có có chuột, lúc nào khách sạn ở bãi đậu xe thì tôi thấy có rất nhiều chuột cống nhưng không ngờ trong phòng cũng có.",ROOMS#CLEANLINESS,negative
"Phòng ốc cũ, vệ sinh không sạch sẽ, bên phòng sát phòng tôi của cặp vợ chồng người Nga còn có có chuột, lúc nào khách sạn ở bãi đậu xe thì tôi thấy có rất nhiều chuột cống nhưng không ngờ trong phòng cũng có.",ROOMS#QUALITY,negative
"Phòng ốc tốt, sạch sẽ, nhân viên nhiệt tình và niềm nở, khi cần hỗ trợ các bạn cũng rất nhanh nhẹn.",SERVICE#GENERAL,positive
"Phòng ốc tốt, sạch sẽ, nhân viên nhiệt tình và niềm nở, khi cần hỗ trợ các bạn cũng rất nhanh nhẹn.",ROOMS#CLEANLINESS,positive
"Paradise resort về cơ bản là đạt yêu cầu, tiện ích đi kèm đầy đủ, hồ bơi cũng sạch.",FACILITIES#DESIGN&FEATURES,positive
"Paradise resort về cơ bản là đạt yêu cầu, tiện ích đi kèm đầy đủ, hồ bơi cũng sạch.",HOTEL#GENERAL,positive
"Paradise resort về cơ bản là đạt yêu cầu, tiện ích đi kèm đầy đủ, hồ bơi cũng sạch.",FACILITIES#CLEANLINESS,positive
"Cảm nhận của tôi về Paradise  Mũi Né rất tốt vì cảnh quan ở đây đẹp, không khí trong lành và bãi biển khá sạch.",HOTEL#GENERAL,positive
"Cảm nhận của tôi về Paradise  Mũi Né rất tốt vì cảnh quan ở đây đẹp, không khí trong lành và bãi biển khá sạch.",FACILITIES#CLEANLINESS,neutral
"Căn phòng ở Paradise  Mũi Né khá tốt, theo cá nhân tôi đánh giá thì phòng ốc như vậy là đạt tiêu chuẩn rồi, vệ sinh phòng sạch sẽ, gọn gàng, đầy đủ tiện nghi.",ROOM_AMENITIES#GENERAL,positive
"Căn phòng ở Paradise  Mũi Né khá tốt, theo cá nhân tôi đánh giá thì phòng ốc như vậy là đạt tiêu chuẩn rồi, vệ sinh phòng sạch sẽ, gọn gàng, đầy đủ tiện nghi.",ROOMS#CLEANLINESS,positive
"Căn phòng ở Paradise  Mũi Né khá tốt, theo cá nhân tôi đánh giá thì phòng ốc như vậy là đạt tiêu chuẩn rồi, vệ sinh phòng sạch sẽ, gọn gàng, đầy đủ tiện nghi.",ROOMS#GENERAL,positive
"Phòng ốc được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, thái độ phục vụ của nhân viên vui vẻ và nhiệt tình.",ROOM_AMENITIES#GENERAL,positive
"Phòng ốc được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, thái độ phục vụ của nhân viên vui vẻ và nhiệt tình.",SERVICE#GENERAL,positive
"Phòng ốc được trang bị đầy đủ tiện nghi, vệ sinh sạch sẽ, thái độ phục vụ của nhân viên vui vẻ và nhiệt tình.",ROOMS#CLEANLINESS,positive
"VỊ trí của khách sạn thuận tiện cho việc di chuyển và tham quan, Không có vấn đề gì phát sinh khiến tôi phiền lòng khi nghỉ tại đây.",LOCATION#GENERAL,positive
"VỊ trí của khách sạn thuận tiện cho việc di chuyển và tham quan, Không có vấn đề gì phát sinh khiến tôi phiền lòng khi nghỉ tại đây.",HOTEL#COMFORT,positive
"Dịch vụ phòng ở Paradise Mũi Né chưa được tốt, phòng ốc khá nhỏ, chật nên ở chưa thoải mái lắm, nhưng bù lại thì vệ sinh phòng cũng sạch sẽ, đầy đủ tiện nghi.",ROOM_AMENITIES#GENERAL,positive
"Dịch vụ phòng ở Paradise Mũi Né chưa được tốt, phòng ốc khá nhỏ, chật nên ở chưa thoải mái lắm, nhưng bù lại thì vệ sinh phòng cũng sạch sẽ, đầy đủ tiện nghi.",SERVICE#GENERAL,negative
"Dịch vụ phòng ở Paradise Mũi Né chưa được tốt, phòng ốc khá nhỏ, chật nên ở chưa thoải mái lắm, nhưng bù lại thì vệ sinh phòng cũng sạch sẽ, đầy đủ tiện nghi.",ROOMS#DESIGN&FEATURES,negative
"Dịch vụ phòng ở Paradise Mũi Né chưa được tốt, phòng ốc khá nhỏ, chật nên ở chưa thoải mái lắm, nhưng bù lại thì vệ sinh phòng cũng sạch sẽ, đầy đủ tiện nghi.",ROOMS#CLEANLINESS,positive
"- Ăn sáng ngày thường không có buffet, mỗi người 1 đĩa / tô và 1 ly nước, không ngon lắm.",FOOD&DRINKS#QUALITY,negative
"- Ăn sáng ngày thường không có buffet, mỗi người 1 đĩa / tô và 1 ly nước, không ngon lắm.",FOOD&DRINKS#STYLE&OPTIONS,negative
"- Nhân viên lịch sự, mượn thêm mền gối ok vui vẻ.",SERVICE#GENERAL,positive
"Các dịch vụ đều ổn, đáp ứng được yêu cầu của khách, tôi khá hài lòng khi nghỉ tại đây.",HOTEL#COMFORT,positive
"Các dịch vụ đều ổn, đáp ứng được yêu cầu của khách, tôi khá hài lòng khi nghỉ tại đây.",SERVICE#GENERAL,positive
"Nói chung mọi thứ ở resort đều được chỉ mỗi điểm trừ là diện tích căn phòng tôi ở hơi chật nên đánh giá tổng quan về resort, tôi chấm 7 điểm.",ROOMS#DESIGN&FEATURES,negative
"Nói chung mọi thứ ở resort đều được chỉ mỗi điểm trừ là diện tích căn phòng tôi ở hơi chật nên đánh giá tổng quan về resort, tôi chấm 7 điểm.",HOTEL#GENERAL,positive
"Dịch vụ phòng ốc cũng được, vệ sinh phòng sạch sẽ và đầy đủ tiện nghi, nhưng vòi sen trong nhà tắm thì có vẻ đã cũ.",ROOM_AMENITIES#GENERAL,positive
"Dịch vụ phòng ốc cũng được, vệ sinh phòng sạch sẽ và đầy đủ tiện nghi, nhưng vòi sen trong nhà tắm thì có vẻ đã cũ.",ROOMS#CLEANLINESS,positive
"Dịch vụ phòng ốc cũng được, vệ sinh phòng sạch sẽ và đầy đủ tiện nghi, nhưng vòi sen trong nhà tắm thì có vẻ đã cũ.",ROOM_AMENITIES#QUALITY,negative
"Trong chuyến đi vừa qua thì tôi có lựa chọn Paradise  Mũi Né làm nơi nghỉ ngơi, thư giãn.",HOTEL#GENERAL,neutral
"Nhân viên ở đây cực kỳ tốt bụng và thân thiện, phục vụ chuyên nghiệp trong từng khâu, từ lễ tân, buồng phòng, phục vụ nhà hàng và cả bác bảo vệ.",SERVICE#GENERAL,positive
"Về thái độ phục vụ của nhân viên cũng vui vẻ, nhiệt tình nên tôi có thể cho resort này được 9 điểm.",SERVICE#GENERAL,positive
"Thái độ phục vụ tạm ổn nhưng mà phòng ốc thì khá kém, diện tích phòng nhỏ, giường cũng nhỏ.",SERVICE#GENERAL,neutral
"Thái độ phục vụ tạm ổn nhưng mà phòng ốc thì khá kém, diện tích phòng nhỏ, giường cũng nhỏ.",ROOMS#DESIGN&FEATURES,negative
